1	0
1	0
0	0
0	0
0	0
1	0
0	0
4	0
4	1
1	0
1	0
3	0
3	0
5	0
8	0
3	0
6	0
5	0
4	0
1	0
1	0
0	0
0	0
4	1
5	1
2	0
1	0
1	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
5	0
5	0
0	0
2	0
2	0
4	0
0	0
3	1
2	0
1	0
0	0
1	0
3	0
2	1
0	0
0	0
1	0
1	1
3	0
0	0
4	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
4	2
5	1
4	3
2	0
2	1
3	2
4	1
3	1
1	0
3	1
7	2
4	2
25	12
54	36
20	6
43	21
5	4
5	5
7	5
19	9
5	2
1	1
9	5
4	2
5	3
0	0
1	1
3	1
0	0
0	0
5	4
0	0
0	0
0	0
0	0
1	0
0	0
0	0
1	1
3	2
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
1	1
1	1
0	0
0	0
0	0
0	0
1	1
12	7
2	1
5	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
90	69
