#ID	DateBP	Region	Latitude	Longitude
I7290	4200	Central	50.41	14.07
I5473_published	4200	Britain	55.62	-3.62
I15940	4203	Italy	40.63	8.32
HUGO_171_d	4203	Central	48.33	10.90
I3593_published	4207	Central	48.88	12.53
UNTA85_1343	4208	Central	48.32	10.89
I4246_published	4209	Iberia	40.44	-3.50
I8561	4212	Italy	37.95	14.08
I0060_published	4214	Central	51.45	11.54
I2446_published	4215	Britain	51.80	-1.32
I5376	4216	Britain	51.47	-0.31
I0806	4217	Central	51.79	11.14
I2364	4220	Central	47.60	19.05
I4250_published	4220	Central	48.84	12.75
I7286	4221	Central	50.41	14.07
I1530	4222	Central	51.45	11.54
I0112	4224	Central	51.79	11.14
I1542	4225	Central	51.42	11.68
I1536	4225	Central	51.42	11.68
I1544	4225	Central	51.42	11.68
I1538	4225	Central	51.42	11.68
I1534	4225	Central	51.42	11.68
I1540	4225	Central	51.42	11.68
I1541	4225	Central	51.42	11.68
I1532	4225	Central	51.42	11.68
I1546	4225	Central	51.82	10.91
I1549	4225	Central	51.82	10.91
I6581	4228	Central	50.09	18.10
I5385	4230	Britain	58.36	-3.40
I7045	4231	Central	47.43	19.05
I7213	4231	Central	50.41	14.07
I2459	4231	Britain	51.16	-1.77
SEC001	4237	Italy	40.79	8.60
I6534	4237	Central	50.09	18.10
I2418	4237	Britain	51.16	-1.77
I2565_published	4237	Britain	51.17	-1.77
I0453	4239	Iberia	38.10	-1.85
I0461	4241	Iberia	42.40	-3.75
UNTA58_67_d	4242	Central	48.32	10.89
I2741	4245	Central	47.38	19.02
MX259	4246	Central	47.85	8.77
I14678	4247	Italy	40.79	8.59
I7212	4247	Central	50.41	14.07
I2450	4248	Britain	51.68	-1.30
I5520	4250	Central	48.33	10.90
I5521	4250	Central	48.33	10.90
I5522	4250	Central	48.33	10.90
I5523	4250	Central	48.66	12.71
I5524	4250	Central	48.66	12.71
I5525	4250	Central	48.66	12.71
I5526	4250	Central	48.66	12.71
I4134	4250	Central	48.69	13.02
I5529	4250	Central	48.69	13.02
I5530	4250	Central	48.71	11.33
I5531	4250	Central	48.71	11.33
I6481	4250	Central	48.71	11.33
I6482	4250	Central	48.71	11.33
I5527	4250	Central	48.71	11.45
RISE586.SG	4250	Central	48.80	17.02
I4141	4250	Central	48.80	17.02
I4130	4250	Central	48.80	17.02
I1381	4250	NA	49.15	6.10
I5836	4250	Central	49.65	8.33
I7195	4250	Central	50.05	14.37
I7196	4250	Central	50.05	14.37
I7200	4250	Central	50.05	14.37
I7201	4250	Central	50.05	14.37
I7202	4250	Central	50.05	14.37
I7203	4250	Central	50.05	14.37
RISE567.SG	4250	Central	50.12	14.26
I4136	4250	Central	50.12	14.26
I4890	4250	Central	50.12	14.46
I5666	4250	Central	50.27	15.81
I2417	4250	Britain	51.16	-1.77
I5513	4250	Britain	51.22	-1.77
I4951	4250	Britain	51.24	-1.76
I5512	4250	Britain	51.24	-1.76
I4950	4250	Britain	51.29	-1.81
I2416	4251	Britain	51.16	-1.77
I0805	4252	Central	51.79	11.14
I2787	4254	Central	47.38	19.02
I3592	4260	Central	48.88	12.53
RISE562.SG	4267	Central	48.66	12.71
I4143	4267	Central	48.66	12.71
I7209	4269	Central	50.41	14.07
I0458	4270	Iberia	42.40	-3.75
I2786	4270	Central	47.38	19.02
RISE559.SG	4278	Central	48.33	10.90
I4124	4278	Central	48.33	10.90
I6535	4284	Central	50.09	18.10
I0460	4287	Iberia	42.40	-3.75
HUGO_180Sk1_d	4289	Central	48.33	10.90
TU918(SX32)	4289	NA	48.55	7.68
I7289	4289	Central	50.41	14.07
I2612	4293	Britain	54.88	-1.45
I0049	4295	Central	51.42	11.68
I15942	4297	Italy	40.63	8.32
I0106	4297	Central	51.42	11.68
I2365	4299	Central	47.60	19.05
I3238	4300	Iberia	43.41	-5.98
I3243	4300	Iberia	43.41	-5.98
I3239	4300	Iberia	43.41	-5.98
I4178	4300	Central	47.38	19.02
I7040	4300	Central	47.43	19.05
I7044	4300	Central	47.43	19.05
I3529	4300	Central	47.62	19.04
I4947	4300	Central	50.05	14.37
pcw430.SG	4300	Central	50.12	19.99
I4247	4302	Iberia	40.43	-3.54
UNTA58_68Sk1	4302	Central	48.32	10.89
I0111	4303	Central	51.45	11.54
I4131	4305	Central	47.60	19.05
HUGO_180Sk2_d	4307	Central	48.33	10.90
I5367	4312	NA	56.68	-6.46
I4245	4316	Iberia	40.43	-3.54
SUC007	4321	Italy	40.81	8.44
I2575_published	4323	NA	43.97	5.81
I7208	4324	Central	50.41	14.07
I0118	4325	Central	51.45	11.63
I2467	4327	Iberia	42.57	-2.62
I14677	4329	Italy	40.79	8.59
SEC006	4331	Italy	40.79	8.60
I1390	4331	NA	47.65	7.45
I4329	4333	Iberia	39.51	3.30
I7278	4333	Central	50.19	14.16
I5379	4333	Britain	50.92	-2.02
UNTA85_1336_d	4334	Central	48.32	10.89
I6605	4335	Iberia	40.44	-3.50
SEC004	4337	Italy	40.79	8.60
I0825	4346	Iberia	41.49	2.14
R26.SG	4347	Italy	40.81	8.44
SUC006	4347	Italy	40.81	8.44
UNTA58_68Sk2_d	4347	Central	48.32	10.89
SEC005	4348	Italy	40.79	8.60
I0459	4350	Iberia	42.40	-3.75
SEC002	4352	Italy	40.79	8.60
AMP_1_d	4356	Central	48.26	10.87
I0104	4358	Central	51.42	11.68
I3528	4364	Central	47.62	19.04
EHU002	4367	Iberia	42.42	-3.48
I7207	4370	Central	50.41	14.07
N45.SG	4375	Central	52.62	18.96
N47.SG	4375	Central	52.62	18.96
N49.SG	4375	Central	52.62	18.96
I1389_published	4382	NA	47.39	7.27
HUGO_169Sk1_d	4385	Central	48.33	10.90
I0108	4399	Central	51.45	11.54
N44.SG	4400	Central	52.62	18.96
I1277	4403	Iberia	42.33	-3.50
I0462	4405	Iberia	42.40	-3.75
RISE563.SG	4411	Central	48.69	13.02
I4144	4411	Central	48.69	13.02
I16164	4415	Italy	40.41	8.64
I1539	4420	Central	51.42	11.68
I1976	4427	Iberia	42.57	-2.62
I2932	4433	Britain	58.74	-2.92
I0257	4439	Iberia	41.49	2.14
CBV95.SG	4447	NA	49.36	3.46
I8132	4450	Iberia	38.98	-0.16
ALT_3_d	4450	Central	49.47	9.74
ALT_4_d	4453	Central	49.47	9.74
I8131	4459	Iberia	38.98	-0.16
LD1174.SG	4466	Iberia	37.41	-4.42
I0550	4469	Central	51.28	11.65
I2630	4471	Britain	58.74	-2.92
I0103	4472	Central	51.42	11.68
I5374	4480	Britain	51.28	-2.74
I5374.SG	4480	Britain	51.28	-2.74
RISE446.SG	4486	Central	50.01	10.18
