#ID	DateBP	Region	Latitude	Longitude
R33.SG	1450	Italy	41.91	12.47
R34.SG	1450	Italy	41.91	12.47
VK201.SG	1450	Britain	59.13	-3.32
AED106.SG	1455	Central	48.30	11.90
AED204.SG	1455	Central	48.30	11.90
AED249.SG	1455	Central	48.30	11.90
AED92b.SG	1455	Central	48.30	11.90
STR241.SG	1455	Central	48.89	12.57
STR316b.SG	1455	Central	48.89	12.57
STR393b.SG	1455	Central	48.89	12.57
STR486.SG	1455	Central	48.89	12.57
I0777.SG	1465	Britain	52.26	0.07
NW255a.SG	1467	Central	48.98	12.14
I3576	1468	Iberia	37.32	-4.01
AED1108.SG	1469	Central	48.30	11.90
I0774.SG	1469	Britain	52.26	0.07
STR228.SG	1471	Central	48.89	12.57
BIM33.SG	1475	Central	49.01	12.15
Alh10.SG	1477	Central	48.58	12.20
I0773.SG	1479	Britain	52.26	0.07
NW54.SG	1482	Central	48.98	12.14
STR535.SG	1483	Central	48.89	12.57
Alh3a.SG	1491	Central	48.58	12.20
STR328c.SG	1497	Central	48.89	12.57
AED125b.SG	1498	Central	48.30	11.90
Alh1.SG	1500	Central	48.58	12.20
VK205.SG	1501	Britain	58.93	-2.75
AEHIb.SG	1503	Central	48.91	12.20
AED513.SG	1525	Central	48.30	11.90
Alh2.SG	1529	Central	48.58	12.20
R31.SG	1538	Italy	41.91	12.47
I3983	1550	Iberia	37.18	-3.61
R130.SG	1550	Italy	41.89	12.50
R133.SG	1550	Italy	41.89	12.50
R134.SG	1550	Italy	41.89	12.50
R136.SG	1550	Italy	41.89	12.50
R137.SG	1550	Italy	41.89	12.50
VK203.SG	1589	Britain	59.13	-3.32
I12223	1597	Italy	39.18	9.16
I6490	1600	Iberia	41.27	1.18
I6492	1600	Iberia	41.27	1.18
I7158	1600	Iberia	41.27	1.18
I6491_published	1600	Iberia	41.27	1.18
I4055_published	1650	Iberia	37.18	-3.61
I4054	1650	Iberia	37.18	-3.61
I3982	1650	Iberia	37.18	-3.61
R126.SG	1650	Italy	41.68	13.15
FN2.SG	1650	Central	48.14	11.41
R47.SG	1655	Italy	41.84	12.55
R132.SG	1670	Italy	41.89	12.50
R50.SG	1699	Italy	41.84	12.55
AMC014	1745	Italy	40.57	8.35
R125.SG	1750	Italy	41.68	13.15
R128.SG	1750	Italy	41.68	13.15
R37.SG	1750	Italy	41.75	12.26
R38.SG	1750	Italy	41.75	12.26
R40.SG	1750	Italy	41.75	12.26
R41.SG	1750	Italy	41.75	12.26
R43.SG	1750	Italy	41.75	12.26
R44.SG	1750	Italy	41.75	12.26
R45.SG	1750	Italy	41.75	12.26
R66.SG	1750	Italy	41.83	12.47
R67.SG	1750	Italy	41.83	12.47
R68.SG	1750	Italy	41.83	12.47
R69.SG	1750	Italy	41.83	12.47
R70.SG	1750	Italy	41.83	12.47
R71.SG	1750	Italy	41.83	12.47
R72.SG	1750	Italy	41.83	12.47
R73.SG	1750	Italy	41.83	12.47
R49.SG	1750	Italy	41.84	12.55
R51.SG	1750	Italy	41.84	12.55
I8202	1750	Iberia	42.13	3.11
R1543.SG	1750	Italy	42.20	12.33
R1544.SG	1750	Italy	42.20	12.33
R1545.SG	1750	Italy	42.20	12.33
3DT16.SG	1750	Britain	53.96	-1.08
3DT26.SG	1750	Britain	53.96	-1.08
6DT18.SG	1750	Britain	53.96	-1.08
6DT21.SG	1750	Britain	53.96	-1.08
6DT22.SG	1750	Britain	53.96	-1.08
6DT23.SG	1750	Britain	53.96	-1.08
6DT3.SG	1750	Britain	53.96	-1.08
AMC001	1772	Italy	40.57	8.35
AMC005	1775	Italy	40.57	8.35
I8339	1777	Iberia	42.13	3.11
R123.SG	1780	Italy	41.68	13.15
I8216	1795	Iberia	42.13	3.11
R1551.SG	1797	Italy	42.07	12.59
R39.SG	1798	Italy	41.75	12.26
I8338	1800	Iberia	42.13	3.11
I8474	1800	Iberia	42.13	3.11
I8475	1800	Iberia	42.13	3.11
I10865	1800	Iberia	42.13	3.11
R1547.SG	1814	Italy	42.07	12.59
R1548.SG	1814	Italy	42.07	12.59
R1549.SG	1814	Italy	42.07	12.59
R1550.SG	1814	Italy	42.07	12.59
R835.SG	1814	Italy	43.31	13.65
R836.SG	1814	Italy	43.31	13.65
NIED.SG	1825	NA	47.98	7.40
R80.SG	1840	Italy	41.92	12.49
R436.SG	1850	Italy	41.80	12.78
R111.SG	1850	Italy	41.92	12.49
R113.SG	1850	Italy	41.92	12.49
R114.SG	1850	Italy	41.92	12.49
R115.SG	1850	Italy	41.92	12.49
R116.SG	1850	Italy	41.92	12.49
R131.SG	1850	Italy	41.92	12.49
R75.SG	1850	Italy	41.92	12.49
R76.SG	1850	Italy	41.92	12.49
R78.SG	1850	Italy	41.92	12.49
R81.SG	1850	Italy	41.92	12.49
R42.SG	1863	Italy	41.75	12.26
I10866	1947	Iberia	42.13	3.11
I0160.SG	1973	Britain	52.08	0.18
I0156.SG	1981	Britain	52.08	0.18
M1489.SG	2035	Britain	53.73	-0.53
I8206	2103	Iberia	42.13	3.11
I3320_published	2150	Iberia	40.14	-0.07
I3321_published	2150	Iberia	40.14	-0.07
I8203	2150	Iberia	42.13	3.11
I8205	2150	Iberia	42.13	3.11
I0789.SG	2163	Britain	52.10	0.28
I3326	2175	Iberia	42.01	3.08
I3327	2175	Iberia	42.01	3.08
BFM265.SG	2175	NA	49.39	3.39
I8204	2179	Iberia	42.13	3.11
I3496_published	2200	Iberia	41.50	2.15
ERS1164.SG	2200	NA	48.42	7.66
ERS86.SG	2200	NA	48.42	7.66
ERS88.SG	2200	NA	48.42	7.66
ATT26.SG	2200	NA	49.41	3.05
MS10614.SG	2217	Iberia	38.98	1.30
I3759	2222	Iberia	42.57	-2.59
I3324	2223	Iberia	42.01	3.08
I3323	2226	Iberia	42.01	3.08
I8208	2226	Iberia	42.13	3.11
I3758	2226	Iberia	42.57	-2.59
I10366	2244	Italy	39.81	8.84
ORC002	2249	Italy	39.67	9.43
R437.SG	2250	Italy	41.80	12.78
PEY163.SG	2250	Iberia	43.31	3.48
PEY53.SG	2250	Iberia	43.31	3.48
COL11.SG	2290	NA	48.08	7.36
COL153A.SG	2290	NA	48.08	7.36
COL153i.SG	2290	NA	48.08	7.36
I3757	2300	Iberia	42.57	-2.59
R435.SG	2350	Italy	41.80	12.78
I12878	2360	Iberia	41.36	1.67
I12410	2375	Iberia	41.36	1.67
I8340	2375	Iberia	42.13	3.11
I8341	2375	Iberia	42.13	3.11
I8210	2375	Iberia	42.13	3.11
I8212	2375	Iberia	42.13	3.11
I8214	2375	Iberia	42.13	3.11
PT2.SG	2375	NA	43.84	4.03
VIL004	2381	Italy	39.62	8.96
VIL009	2400	Italy	39.62	8.96
I12877	2400	Iberia	41.36	1.67
I8344	2400	Iberia	42.13	3.11
I8213	2400	Iberia	42.13	3.11
PECH5.SG	2400	Iberia	43.05	2.96
PECH8.SG	2400	Iberia	43.05	2.96
VIL007	2409	Italy	39.62	8.96
I8211	2425	Iberia	42.13	3.11
I12879	2429	Iberia	41.33	1.59
I12642	2443	Iberia	41.54	2.13
BES1248.SG	2450	Iberia	43.36	3.43
Jeb8.SG	2450	NA	48.01	7.38
MSR003	2500	Italy	39.18	8.49
I3322	2500	Iberia	40.51	0.43
NOR3-6.SG	2500	NA	48.45	7.67
NOR4.SG	2500	NA	48.45	7.67
DA112.SG	2507	Central	50.51	14.05
I8215	2526	Iberia	42.13	3.11
I12171_published	2550	Iberia	37.52	-5.98
I12173_published	2550	Iberia	37.52	-5.98
I12561	2550	Iberia	37.52	-5.98
I12560	2550	Iberia	37.52	-5.98
I4556_published	2550	Iberia	41.37	1.77
I12640	2550	Iberia	41.54	2.13
I12643	2553	Iberia	41.54	2.13
I8209	2554	Iberia	42.13	3.11
MX265	2569	Central	47.77	8.87
I16163	2576	Italy	40.63	8.32
I12641	2599	Iberia	41.54	2.13
R850.SG	2600	Italy	41.60	12.51
R851.SG	2600	Italy	41.60	12.51
R1021.SG	2600	Italy	41.64	12.91
R473.SG	2600	Italy	42.09	11.77
R474.SG	2600	Italy	42.09	11.77
R475.SG	2600	Italy	42.09	11.77
VIL006	2622	Italy	39.62	8.96
MSR002	2674	Italy	39.18	8.49
NOR2B6.SG	2700	NA	48.45	7.67
NOR3-15.SG	2700	NA	48.45	7.67
VIL010	2741	Italy	39.62	8.96
R1016.SG	2750	Italy	41.75	12.43
DA111.SG	2752	Central	50.51	14.05
VIL011	2754	Italy	39.62	8.96
R1015.SG	2800	Italy	42.02	12.10
I3315	2809	Iberia	40.00	3.89
I2859	2810	Britain	57.72	-3.39
I2860	2824	Britain	57.72	-3.39
I2469_published	2826	Iberia	42.57	-2.62
R1.SG	2832	Italy	42.88	13.89
I2861	2843	Britain	57.72	-3.39
I3130	2844	Britain	57.72	-3.39
IR1.SG	2849	Central	47.82	19.95
I10364	2923	Italy	40.55	8.31
I3876	2928	Italy	37.68	12.79
I5383	2945	Britain	54.16	-2.47
MA87	2988	Italy	39.87	9.24
I3642	2994	Italy	40.55	8.32
I7949	3022	Central	50.55	13.78
ORC008	3023	Italy	39.67	9.43
I0099_published	3024	Central	51.90	11.05
I7628	3033	Britain	52.12	-0.51
I7576	3039	Britain	52.12	-0.51
ORC009	3062	Italy	39.67	9.43
I7578	3080	Britain	52.12	-0.51
I2656_published_d	3081	Britain	55.97	-2.90
I7580	3087	Britain	52.12	-0.51
I3741	3088	Italy	39.68	9.43
MA138	3096	Italy	39.95	8.40
MA110	3097	Italy	39.44	9.17
I10371	3100	Italy	37.68	12.79
I8570	3100	Iberia	40.14	0.11
I7575	3107	Britain	52.12	-0.51
I10553	3110	Italy	39.68	9.43
MA112_renamed	3111	Italy	39.95	8.40
SUA003	3112	Italy	39.87	9.24
I10554	3122	Italy	39.68	9.43
ORC006	3123	Italy	39.67	9.43
SUA006	3128	Italy	39.87	9.24
ORC005	3140	Italy	39.67	9.43
I10502_published	3151	Italy	39.85	9.38
ORC001	3163	Italy	39.67	9.43
ORC007	3173	Italy	39.67	9.43
ORC003	3181	Italy	39.67	9.43
I10372	3198	Italy	37.68	12.79
I7577	3198	Britain	52.12	-0.51
I10373	3200	Italy	37.68	12.79
I3878	3216	Italy	37.68	12.79
I2653	3224	Britain	55.98	-2.90
ORC004	3226	Italy	39.67	9.43
I7626	3231	Britain	52.12	-0.51
I10552	3234	Italy	39.68	9.43
I12208	3250	Iberia	41.46	-5.29
I12209	3250	Iberia	41.46	-5.29
I7627	3268	Britain	52.12	-0.51
I7574	3271	Britain	52.18	0.12
I2470_published	3275	Iberia	42.57	-2.62
SUA001	3276	Italy	39.87	9.24
I2574_published	3277	Britain	53.33	-3.78
OTTM_91_d	3283	Central	48.23	10.85
I2654	3287	Britain	55.98	-2.90
I3493	3301	Iberia	40.86	-5.35
I7571	3306	Britain	52.34	0.03
I7640	3307	Britain	52.18	0.12
I2655	3311	NA	58.23	-6.94
I2458	3331	Britain	51.16	-1.77
I16170	3337	Italy	40.63	8.32
I7579	3349	Britain	52.12	-0.51
I8571_published	3350	Iberia	40.14	0.11
I8571_d	3350	Iberia	40.14	0.11
I5364	3350	Britain	51.54	-4.21
I2573	3361	Britain	55.98	-2.90
I7572	3380	Britain	52.34	0.03
I3082	3386	Britain	50.92	-2.02
esp005.SG	3400	Iberia	42.32	-2.41
I7568	3400	Britain	52.34	0.03
I10365_published	3404	Italy	39.87	9.23
I8136	3426	Iberia	37.73	-2.51
MA82	3427	Italy	39.87	9.24
I2472	3428	Iberia	42.57	-2.62
I2639	3430	Britain	51.16	-1.77
I16161	3434	Italy	40.63	8.32
OTTM_156	3448	Central	48.23	10.85
I3492	3450	Iberia	40.86	-5.35
I3491	3450	Iberia	41.66	-4.67
I3490	3450	Iberia	41.74	-3.87
I1977	3475	Iberia	42.57	-2.62
I1840	3475	Iberia	42.57	-2.62
I5470_published	3477	Britain	55.97	-3.18
I7569	3484	Britain	52.70	-0.34
I3125	3490	Italy	37.91	13.48
OTTM_81_d	3497	Central	48.23	10.85
I15939	3500	Italy	40.63	8.32
I2471	3500	Iberia	42.57	-2.62
OTTM_84_d	3503	Central	48.23	10.85
OTTM_151ind2_d	3507	Central	48.23	10.85
OTTM_152_d	3513	Central	48.23	10.85
OTTM_141A	3515	Central	48.23	10.85
I4109	3516	Italy	37.91	13.48
OTTM_141_d	3516	Central	48.23	10.85
I5469	3517	Britain	55.97	-3.18
I7573	3520	Britain	52.31	0.39
I1836	3527	Iberia	41.22	1.77
OTTM_142_d	3527	Central	48.23	10.85
OTTM_87_d	3540	Central	48.23	10.85
RISE471.SG	3543	Central	48.17	10.81
I4563	3550	Iberia	41.29	1.06
I4558	3550	Iberia	41.29	1.06
I4559	3550	Iberia	41.29	1.06
I4560	3550	Iberia	41.29	1.06
I4561	3550	Iberia	41.29	1.06
RISE480.SG	3550	Central	47.34	18.90
I1982	3558	Iberia	42.99	-2.11
I1775	3563	Britain	53.33	-3.84
I7570	3569	Britain	52.70	-0.34
OTTM_165_d	3572	Central	48.23	10.85
I3486	3575	Iberia	38.63	-0.86
I3488	3575	Iberia	38.63	-0.86
rath3.SG	3580	NA	55.29	-6.19
Pir6.SG	3584	Iberia	43.25	3.22
VAD005	3590	Iberia	42.44	-2.89
AITI_33_d	3596	Central	48.22	10.84
QUIN234.SG	3600	Iberia	43.30	1.96
QUIN58.SG	3600	Iberia	43.30	1.96
RIX15.SG	3600	NA	47.74	7.40
RIX2.SG	3600	NA	47.74	7.40
OTTM_151ind1_d	3602	Central	48.23	10.85
I3487	3603	Iberia	38.63	-0.86
AITI_98	3605	Central	48.22	10.84
RISE247.SG	3607	Central	47.33	18.96
I6470	3609	Iberia	42.73	3.84
I4562	3614	Iberia	41.29	1.06
I2464	3615	Britain	51.15	-1.75
ATP9.SG	3628	Iberia	42.35	-3.52
COV20126.SG	3632	Iberia	37.41	-4.42
VAD001	3641	Iberia	42.44	-2.89
I5516	3641	Britain	56.19	-4.06
I3997	3642	Iberia	39.53	-0.51
S1249	3650	Italy	39.87	9.23
S1250	3650	Italy	39.87	9.23
S1252	3650	Italy	39.87	9.23
S1253	3650	Italy	39.87	9.23
I1310	3650	Iberia	41.54	2.13
I1311	3650	Iberia	41.54	2.13
I1312_d	3650	Iberia	41.54	2.13
I1313_d	3650	Iberia	41.54	2.13
VAD002	3650	Iberia	42.44	-2.89
VAD003	3650	Iberia	42.44	-2.89
VAD004	3650	Iberia	42.44	-2.89
AITI_120	3662	Central	48.22	10.84
RIX4.SG	3664	NA	47.74	7.40
SUC009	3667	Italy	40.81	8.44
AITI_95_d	3671	Central	48.22	10.84
I6680	3671	Britain	55.31	-1.55
I8144	3680	Iberia	37.73	-2.51
AITI_87_d	3692	Central	48.22	10.84
RISE479.SG	3700	Central	47.34	18.90
RISE483.SG	3700	Central	47.34	18.90
RISE484.SG	3700	Central	47.34	18.90
OTTM_154	3709	Central	48.23	10.85
I2981	3711	Britain	59.28	-2.43
pir001.SG	3725	Iberia	37.44	-4.20
AITI_32_d	3728	Central	48.22	10.84
AITI_65adult_d	3728	Central	48.22	10.84
I7796	3731	Italy	36.88	14.57
I7630	3734	Britain	53.73	-0.53
ISB001	3735	Italy	39.87	9.24
I6618	3735	Iberia	40.22	-3.76
MX257	3742	Central	47.77	8.87
AITI_77B_d	3743	Central	48.22	10.84
RISE150.SG	3744	Central	50.92	16.96
AITI_40	3746	Central	48.22	10.84
AITI_119	3747	Central	48.22	10.84
I4420_all	3748	Iberia	38.69	1.42
AITI_78	3748	Central	48.22	10.84
OBE3722.SG	3750	NA	48.46	7.48
I5441	3750	Britain	50.43	-3.58
AITI_2	3753	Central	48.22	10.84
AITI_86	3753	Central	48.22	10.84
I4892	3754	Central	50.12	14.46
MX279	3758	Central	47.77	8.87
I4884	3758	Central	50.12	14.46
I5377	3758	Britain	51.47	-0.27
I7162_published	3760	Iberia	36.39	-6.17
AITI_43	3760	Central	48.22	10.84
AITI_66_d	3761	Central	48.22	10.84
AITI_92_d	3761	Central	48.22	10.84
I2602	3762	Britain	51.33	1.36
AITI_5_d	3764	Central	48.22	10.84
AITI_55_d	3772	Central	48.22	10.84
AITI_50	3773	Central	48.22	10.84
OBE3626-1.SG	3774	NA	48.46	7.48
I2463	3774	Britain	51.33	1.36
I12855	3775	Iberia	38.58	-2.84
I12809	3775	Iberia	38.58	-2.84
LON001	3775	Italy	39.87	9.24
AITI_72	3776	Central	48.22	10.84
I3494	3781	Iberia	38.85	-0.87
I2610	3783	Britain	54.97	-1.73
WEHR_1192SkB_d	3785	Central	48.25	10.81
RISE154.SG	3786	Central	50.95	16.94
I2421	3790	Britain	54.88	-1.45
MX277	3791	Central	47.77	8.87
I7639	3797	Britain	52.28	0.46
I6610	3803	Iberia	40.44	-3.50
MX252	3808	Central	47.77	8.87
I2601	3808	Britain	51.33	1.36
I0115	3815	Central	51.42	11.68
rath2.SG	3819	NA	55.29	-6.19
RISE109.SG	3821	Central	50.98	17.07
WEHR_1193_d	3823	Central	48.25	10.81
I6538	3823	Central	50.91	16.79
I3124	3824	Italy	37.91	13.48
AITI_77A_d	3828	Central	48.22	10.84
WEHR_1586_d	3835	Central	48.25	10.81
AITI_36	3836	Central	48.22	10.84
UNTA58_153	3839	Central	48.32	10.89
I6608_published	3840	Iberia	40.44	-3.50
UNTA58_152_d	3848	Central	48.32	10.89
I2609	3848	Britain	54.98	-2.12
BIS130.SG	3850	NA	48.10	7.44
BIS385.SG	3850	NA	48.10	7.44
AITI_37_d	3850	Central	48.22	10.84
N17.SG	3850	Central	52.66	18.88
I7805	3860	Italy	36.88	14.57
I3756	3860	Iberia	38.58	-2.84
OBKR_96_d	3863	Central	48.27	10.88
R22.SG	3868	Italy	40.81	8.44
WEHR_1415adult_d	3872	Central	48.25	10.81
POST_6	3873	Central	48.30	10.89
I7774_d	3875	Italy	36.88	14.57
I2460	3875	Britain	51.16	-1.77
MA85	3881	Italy	39.87	9.24
EUG11.SG	3882	Iberia	43.16	2.31
I5515	3882	Britain	56.06	-3.42
OBKR_117_d	3883	Central	48.27	10.88
POST_1_d	3886	Central	48.30	10.89
I8140_published_d	3895	Iberia	37.14	-3.55
rath1.SG	3897	NA	55.29	-6.19
WEHR_1564_d	3899	Central	48.25	10.81
MX254	3900	Central	47.77	8.87
MX270	3900	Central	47.77	8.87
AITI_70	3901	Central	48.22	10.84
RISE486.SG	3902	Italy	45.26	10.38
WEHR_1415child	3902	Central	48.25	10.81
OBKR_9A_d	3902	Central	48.27	10.88
SUA007	3904	Italy	39.87	9.24
OBKR_2_d	3906	Central	48.27	10.88
OBKR_67_d	3906	Central	48.27	10.88
I0164	3906	Central	51.79	11.14
WEHR_1414_d	3908	Central	48.25	10.81
OBKR_81_d	3910	Central	48.27	10.88
UNTA85_1412	3910	Central	48.32	10.89
OBKR_73_d	3911	Central	48.27	10.88
MX286	3913	Central	47.77	8.87
MX258	3917	Central	47.77	8.87
OBKR_95_d	3917	Central	48.27	10.88
POST_28	3917	Central	48.30	10.89
OBKR_66_d	3918	Central	48.27	10.88
UNTA58_147_d	3922	Central	48.32	10.89
I0047_published	3923	Central	51.90	11.05
WEHR_1474_d	3924	Central	48.25	10.81
OBKR_86_d	3926	Central	48.27	10.88
I3132	3927	Britain	57.72	-3.39
POST_32_d	3930	Central	48.30	10.89
MX280	3931	Central	47.77	8.87
POST_35_d	3932	Central	48.30	10.89
OBKR_93_d	3933	Central	48.27	10.88
OBKR_50_d	3935	Central	48.27	10.88
I6679	3936	Britain	55.31	-1.55
I2447	3938	Britain	51.80	-1.32
I2462	3942	Britain	51.33	1.36
POST_140_d	3944	Central	48.30	10.89
I7800	3945	Italy	36.88	14.57
MX283	3946	Central	47.77	8.87
I6604	3947	Iberia	40.44	-3.50
RISE254.SG	3948	Central	47.33	18.96
I2455	3948	Britain	52.34	0.03
POST_131_d	3950	Central	48.30	10.89
I1770	3950	Britain	54.20	-0.43
POST_99_d	3962	Central	48.30	10.89
SUC003	3963	Italy	40.81	8.44
MX256	3963	Central	47.77	8.87
RISE139.SG	3970	Central	50.80	17.09
I2600	3970	Britain	51.13	-1.69
I2461	3975	Britain	51.13	-1.69
I0803	3977	Central	51.17	11.85
I0116	3978	Central	51.42	11.68
I2569_published	3978	Britain	55.99	-2.54
I3743	3985	Italy	39.87	9.23
I3875	3985	NA	44.48	6.37
MA78	3990	Italy	39.87	9.24
I2618	3993	Britain	55.06	-2.15
I3255	3994	Britain	52.17	0.11
PIR3037AB.SG	3995	Iberia	43.25	3.22
I7638	3995	Britain	51.41	-1.15
POST_47	3997	Central	48.30	10.89
I2598_published	3998	Britain	51.16	-1.77
I7041	4000	Central	47.43	19.05
OBKR_80	4000	Central	48.27	10.88
MX275	4002	Central	47.77	8.87
I0114	4002	Central	51.42	11.68
I2567	4004	Britain	55.97	-2.44
I2478	4006	Italy	44.78	10.29
I0804	4010	Central	51.17	11.85
I7043	4011	Central	47.43	19.05
I7249	4011	Central	50.19	14.16
OBKR_47_d	4012	Central	48.27	10.88
I2477	4015	Italy	44.80	10.33
I1979	4015	Italy	44.80	10.33
RISE145.SG	4015	Central	50.91	17.18
SUC001	4020	Italy	40.81	8.44
I14675	4021	Italy	40.79	8.59
POST_44	4023	Central	48.30	10.89
I7198	4026	Central	50.05	14.37
PSS4170.SG	4030	NA	48.52	3.60
I7635	4030	Britain	54.52	-1.31
I5373	4034	Britain	53.08	-1.64
POST_12_d	4036	Central	48.30	10.89
I7807	4038	Italy	36.88	14.57
I4888	4038	Central	50.12	14.46
MX251	4039	Central	47.77	8.87
I7199	4039	Central	50.05	14.37
I2454	4042	Britain	52.34	0.03
POST_50	4045	Central	48.30	10.89
I1767	4045	Britain	54.52	-1.31
I2445	4048	Britain	51.80	-1.32
I8048	4050	Iberia	37.01	-3.89
I8141	4050	Iberia	37.01	-3.89
I4383	4050	Italy	37.87	13.93
I3485	4050	Iberia	38.58	-2.84
I6777	4050	Britain	51.15	-1.81
MX288	4051	Central	47.77	8.87
I2452	4052	Britain	52.15	-0.38
I14676_published	4053	Italy	40.79	8.59
I2457	4056	Britain	51.16	-1.77
I3256	4063	Britain	52.17	0.11
I5471_published	4063	Britain	55.95	-2.47
I3874	4065	NA	44.48	6.37
I5382	4070	Britain	54.52	-1.31
I4887	4071	Central	50.12	14.46
I7210	4071	Central	50.41	14.07
I3122	4073	Italy	37.91	13.48
I2604	4073	Britain	51.15	-1.36
I3484	4074	Iberia	38.58	-2.84
SUA002	4076	Italy	39.87	9.24
I5665	4077	Iberia	42.73	-3.84
I2566	4078	Britain	51.16	-1.77
I2597	4080	Britain	51.16	-1.77
R25.SG	4081	Italy	40.81	8.44
SUC002	4081	Italy	40.81	8.44
I2596	4086	Britain	51.16	-1.77
I4886	4088	Central	50.12	14.46
RISE566.SG	4089	Central	50.12	14.26
I4145	4089	Central	50.12	14.26
I2443	4091	Britain	51.80	-1.32
I0117	4092	Central	51.42	11.68
I6542_published	4100	Iberia	40.44	-3.50
I6543	4100	Iberia	40.44	-3.50
I6612	4100	Iberia	40.44	-3.50
I6613	4100	Iberia	40.44	-3.50
I6623	4100	Iberia	40.44	-3.50
I6609	4100	Iberia	40.44	-3.50
I6622	4100	Iberia	40.44	-3.50
I6626_published	4100	Iberia	40.44	-3.50
I5037	4100	Central	48.80	17.02
I5042	4100	Central	48.80	17.02
I6476	4100	Central	50.51	14.04
HUGO_190_d	4103	Central	48.33	10.90
I4895	4106	Central	50.05	14.37
I6531	4113	Central	50.23	18.22
I2568	4113	Britain	55.97	-2.44
I0171	4118	Central	51.82	10.91
I11442	4120	Italy	37.91	13.48
I3123	4121	Italy	37.91	13.48
EHU001	4121	Iberia	42.42	-3.48
I6774	4121	Britain	50.86	-0.12
I2453	4122	Britain	52.67	-0.35
RISE431.SG	4125	Central	52.14	16.54
I6537	4130	Central	50.11	18.21
I4889	4131	Central	50.12	14.46
I4891	4131	Central	50.12	14.46
ATP20.SG	4138	Iberia	42.35	-3.52
I6583	4138	Central	50.96	17.02
PJU002	4145	Italy	40.07	8.60
SUC005	4146	Italy	40.81	8.44
I0113	4146	Central	51.79	11.14
I4933	4150	Italy	37.73	12.96
I4936_published	4150	Italy	37.73	12.96
R27.SG	4150	Italy	40.81	8.44
R29.SG	4150	Italy	40.81	8.44
RISE577.SG	4150	Central	50.16	14.31
I4139	4150	Central	50.17	14.32
I6468	4150	Central	50.17	14.32
I6480	4150	Central	50.17	14.32
I6775	4150	Britain	51.12	-3.08
I6778	4150	Britain	51.15	-1.81
I5514	4155	Central	50.05	14.37
I6579	4155	Central	51.04	17.07
I1765_d	4156	Britain	54.52	-1.31
I4896	4163	Central	50.05	14.37
HUGO_168_d	4167	Central	48.33	10.90
SUA005	4170	Italy	39.87	9.24
PIR3116B.SG	4170	Iberia	43.25	3.22
I4885	4170	Central	50.12	14.46
I6582	4171	Central	50.09	18.10
ISC001	4175	Italy	40.66	8.54
I3599_published	4175	Central	48.88	12.53
I3600	4175	Central	48.88	12.53
I3601	4175	Central	48.88	12.53
I3602_published	4175	Central	48.88	12.53
I3587_published	4175	Central	48.88	12.53
I3588	4175	Central	48.88	12.53
I3589	4175	Central	48.88	12.53
I3594	4175	Central	48.88	12.53
I3596_published	4175	Central	48.88	12.53
I3597	4175	Central	48.88	12.53
I6580	4175	Central	50.87	16.86
MA88	4177	Italy	39.87	9.24
I16169	4177	Italy	40.63	8.32
I4945	4177	Central	50.12	14.46
I1391_published	4179	NA	47.96	7.30
I0059	4179	Central	51.82	10.91
I6585	4181	Iberia	40.22	-3.76
I7211	4183	Central	50.41	14.07
R28.SG	4185	Italy	40.81	8.44
SUC004	4185	Italy	40.81	8.44
I4249_published	4186	Central	48.84	12.75
I3590	4186	Central	48.88	12.53
I4946	4188	Central	50.05	14.37
WEHR_1192SkA	4193	Central	48.25	10.81
I7281	4194	Central	50.04	14.34
I1382	4195	NA	49.15	6.10
I15941	4196	Italy	40.63	8.32
I1388	4198	NA	45.46	6.21
I6539	4200	Iberia	40.22	-3.76
I6584	4200	Iberia	40.22	-3.76
I6587	4200	Iberia	40.22	-3.76
I6588	4200	Iberia	40.22	-3.76
I6589_published	4200	Iberia	40.22	-3.76
I6471_published	4200	Iberia	40.49	-3.37
I6475	4200	Iberia	40.49	-3.37
I6472	4200	Iberia	40.49	-3.37
RISE560.SG	4200	Central	48.33	10.90
I5519	4200	Central	48.33	10.90
I4132	4200	Central	48.33	10.90
I3604_published	4200	Central	48.66	13.07
I3607_published	4200	Central	48.66	13.07
I5019	4200	Central	48.66	13.07
RISE564.SG	4200	Central	48.69	13.02
I5023	4200	Central	48.69	13.02
I5014	4200	Central	48.71	11.45
I4248_published	4200	Central	48.84	12.75
I5833	4200	Central	48.84	12.75
I5834	4200	Central	48.84	12.75
I5835	4200	Central	48.84	12.75
I5655_published	4200	Central	48.84	12.75
I5656	4200	Central	48.84	12.75
I5657_published	4200	Central	48.84	12.75
I5658	4200	Central	48.84	12.75
I5659	4200	Central	48.84	12.75
I5660_published	4200	Central	48.84	12.75
I5661_published	4200	Central	48.84	12.75
I5663_published	4200	Central	48.84	12.75
I6590	4200	Central	48.84	12.75
I6591	4200	Central	48.84	12.75
I6624	4200	Central	48.84	12.75
I7271	4200	Central	50.19	14.16
I7251	4200	Central	50.19	14.16
I7250	4200	Central	50.19	14.16
I7269	4200	Central	50.19	14.16
I7270	4200	Central	50.19	14.16
I7275	4200	Central	50.19	14.16
I7276	4200	Central	50.19	14.16
I7279	4200	Central	50.19	14.16
I7280	4200	Central	50.19	14.16
I7282	4200	Central	50.41	14.07
I7283	4200	Central	50.41	14.07
I7214	4200	Central	50.41	14.07
I7205	4200	Central	50.41	14.07
I7287	4200	Central	50.41	14.07
I7288	4200	Central	50.41	14.07
